Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
55,No,Travel_Rarely,692,Research & Development,14,4,Medical,3,Male,4,5,Research Director,2,18722,8,No,11,3,4,36,3,24,15,2
34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,4,Male,2,2,Manufacturing Director,3,9547,1,No,17,3,3,10,2,10,9,1
51,No,Travel_Rarely,313,Research & Development,3,3,Medical,4,Female,3,4,Healthcare Representative,2,13734,3,No,18,3,3,21,3,7,7,1
52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,2,5,Manager,3,19999,0,No,14,3,1,34,3,33,18,11
27,No,Travel_Rarely,894,Research & Development,9,3,Medical,4,Female,3,1,Research Scientist,2,2279,1,No,16,3,4,7,2,7,7,0
35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,2,Male,2,2,Manufacturing Director,3,5916,3,Yes,13,3,1,8,3,1,0,0
43,No,Non-Travel,1344,Research & Development,7,3,Medical,4,Male,4,1,Research Scientist,4,2089,4,No,14,3,4,7,4,5,4,2
45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,Male,2,4,Manager,4,16792,9,No,23,4,4,22,3,20,8,11
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,2,Male,4,1,Research Scientist,1,3564,1,Yes,12,3,1,8,2,8,7,1
35,No,Travel_Frequently,138,Research & Development,2,3,Medical,2,Female,3,2,Laboratory Technician,2,4425,5,No,11,3,4,10,3,6,2,1
42,No,Non-Travel,926,Research & Development,21,2,Medical,3,Female,3,2,Manufacturing Director,3,5265,2,No,16,3,2,11,3,5,3,0
38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,6553,9,No,14,3,2,14,3,1,0,0
38,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,6261,3,No,18,3,1,9,1,7,7,1
27,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,3,Male,2,2,Manufacturing Director,1,4298,5,No,19,3,3,6,3,2,2,2
49,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,4,Male,3,2,Manufacturing Director,4,6804,1,Yes,15,3,1,7,3,7,7,1
34,No,Travel_Frequently,878,Research & Development,10,4,Medical,4,Male,3,1,Research Scientist,3,3815,1,Yes,17,3,4,5,4,5,3,2
40,No,Travel_Rarely,905,Research & Development,19,2,Medical,3,Male,3,2,Laboratory Technician,4,2741,8,Yes,15,3,3,15,4,7,2,3
38,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,2,Male,3,2,Healthcare Representative,1,6673,7,Yes,19,3,2,17,3,1,0,0
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,2,Female,3,3,Sales Executive,4,7639,1,No,22,4,4,10,2,10,4,1
22,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,4,Male,4,1,Research Scientist,2,2328,1,Yes,16,3,1,4,2,4,2,2
36,No,Travel_Frequently,635,Research & Development,18,1,Medical,2,Female,3,1,Laboratory Technician,4,2153,1,No,13,3,1,8,3,8,1,1
40,No,Non-Travel,1151,Research & Development,9,5,Life Sciences,4,Male,2,2,Healthcare Representative,4,4876,9,No,14,3,4,5,1,3,2,0
46,No,Travel_Rarely,644,Research & Development,1,4,Medical,4,Male,3,3,Healthcare Representative,1,9396,7,No,16,3,3,17,3,4,2,0
32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,4,Male,1,3,Sales Executive,4,10400,1,No,11,3,3,14,2,14,8,9
30,No,Non-Travel,829,Research & Development,1,1,Life Sciences,3,Male,2,3,Manufacturing Director,3,8474,1,No,22,4,3,12,3,11,8,5
27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,4,Female,3,2,Sales Executive,3,9981,1,No,14,3,4,7,3,7,7,0
51,No,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,2,Male,2,3,Research Director,2,12490,5,No,16,3,4,16,1,10,9,4
30,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,4,Female,3,1,Research Scientist,1,2657,5,Yes,11,3,3,8,3,5,2,0
41,No,Travel_Rarely,896,Sales,6,3,Life Sciences,4,Female,3,3,Manager,4,13591,3,Yes,18,3,3,16,3,1,0,0
30,Yes,Travel_Frequently,334,Sales,26,4,Marketing,3,Female,2,2,Sales Executive,1,6696,5,No,15,3,3,9,2,6,3,0
29,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,3,Male,3,1,Research Scientist,3,2058,0,No,14,3,4,7,2,6,2,1
45,No,Non-Travel,1052,Sales,6,3,Medical,4,Female,2,3,Sales Executive,4,8865,6,No,12,3,4,23,3,19,7,12
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,4,Female,3,2,Sales Executive,1,5940,2,No,14,3,4,16,3,6,2,0
36,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,4,Male,3,2,Laboratory Technician,2,5914,8,No,16,3,4,16,4,13,11,3
33,No,Travel_Rarely,147,Research & Development,4,4,Medical,3,Female,2,1,Research Scientist,2,2622,6,No,21,4,4,7,3,3,2,1
37,No,Travel_Frequently,663,Research & Development,11,3,Other,2,Male,3,3,Research Director,4,12185,1,Yes,14,3,3,10,3,10,8,0
38,No,Travel_Rarely,119,Sales,3,3,Life Sciences,1,Male,3,3,Sales Executive,3,10609,0,No,12,3,3,17,2,16,10,5
31,No,Non-Travel,979,Research & Development,1,4,Medical,3,Male,1,2,Manufacturing Director,3,4345,0,No,12,3,4,6,3,5,4,1
59,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,3,Male,2,1,Research Scientist,4,2177,3,No,17,3,1,7,3,1,0,0
37,No,Travel_Frequently,319,Sales,4,4,Marketing,1,Male,3,1,Sales Representative,4,2793,4,No,17,3,3,13,3,9,8,5
29,No,Travel_Frequently,1413,Sales,1,1,Medical,2,Female,3,3,Sales Executive,4,7918,1,No,14,3,4,11,3,11,10,4
35,No,Travel_Frequently,944,Sales,1,3,Marketing,3,Female,3,3,Sales Executive,3,8789,1,No,14,3,1,10,4,10,7,0
29,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,3,Male,2,1,Research Scientist,4,2389,1,Yes,13,3,3,4,2,4,3,0
52,No,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,3,Female,2,1,Laboratory Technician,4,3212,7,No,15,3,2,6,2,2,2,2
42,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,3,Male,3,5,Manager,4,19232,1,No,11,3,4,22,3,22,17,11
59,No,Travel_Rarely,818,Human Resources,6,2,Medical,2,Male,3,1,Human Resources,3,2267,8,No,17,3,4,7,2,2,2,2
50,No,Travel_Rarely,854,Sales,1,4,Medical,4,Female,3,5,Manager,4,19517,3,No,11,3,3,32,2,7,0,0
33,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,3,Male,3,1,Laboratory Technician,4,2436,5,Yes,13,3,3,8,1,5,4,0
43,No,Travel_Rarely,1034,Sales,16,3,Marketing,4,Female,3,4,Manager,4,16064,5,Yes,22,4,3,22,3,17,13,1
33,Yes,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,Female,3,1,Laboratory Technician,1,2707,7,No,20,4,1,13,4,9,7,1
52,No,Non-Travel,771,Sales,2,4,Life Sciences,1,Male,2,5,Manager,3,19068,1,Yes,18,3,4,33,4,33,7,15
32,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,3,Female,3,1,Sales Representative,2,3931,2,No,11,3,1,6,3,4,3,1
32,Yes,Travel_Rarely,515,Research & Development,1,3,Life Sciences,4,Male,2,1,Laboratory Technician,3,3730,0,Yes,14,3,4,4,1,3,2,1
39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,3,Female,3,1,Laboratory Technician,3,2232,7,No,14,3,3,7,3,3,2,1
32,No,Non-Travel,976,Sales,26,4,Marketing,3,Male,3,2,Sales Executive,4,4465,0,No,18,3,1,4,3,3,2,2
41,No,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,3,Male,3,2,Research Scientist,1,3072,2,No,16,3,1,17,2,1,0,0
40,No,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,Male,3,2,Research Scientist,4,3319,1,No,17,3,1,9,3,9,8,4
45,No,Travel_Rarely,252,Research & Development,1,3,Other,3,Male,4,5,Manager,4,19202,0,No,11,3,3,25,3,24,0,1
31,No,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,3,3,Research Director,3,13675,9,No,12,3,1,9,3,2,2,2
33,No,Travel_Rarely,832,Research & Development,5,4,Life Sciences,3,Female,2,1,Research Scientist,4,2911,1,No,13,3,3,2,2,2,2,0
34,No,Travel_Rarely,470,Research & Development,2,4,Life Sciences,4,Male,2,2,Manufacturing Director,1,5957,6,No,13,3,2,13,3,11,9,5
37,No,Travel_Rarely,1017,Research & Development,1,2,Medical,3,Female,2,1,Research Scientist,1,3920,2,No,14,3,1,17,2,3,1,0
45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,Male,4,2,Manufacturing Director,3,6434,4,No,17,3,4,9,3,3,2,0
37,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,3,3,Manufacturing Director,3,10048,6,No,11,3,2,17,3,1,0,0
39,No,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,3,3,Healthcare Representative,3,10938,0,No,25,4,4,20,3,19,6,11
29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,3,Male,3,1,Research Scientist,4,2340,1,No,19,3,1,6,3,6,5,1
42,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,4,Female,4,2,Research Scientist,1,6545,3,Yes,13,3,3,10,3,3,2,0
29,No,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,3,2,Sales Executive,4,6931,2,No,14,3,4,10,3,3,2,0
25,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,3,2,Manufacturing Director,3,4898,0,No,12,3,4,5,3,4,2,1
42,No,Travel_Rarely,269,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,1,2593,0,Yes,11,3,3,10,3,9,6,7
40,No,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,3,5,Research Director,3,19436,0,No,19,3,4,22,3,21,7,3
51,No,Travel_Rarely,833,Research & Development,1,3,Life Sciences,3,Male,3,1,Research Scientist,4,2723,1,No,11,3,2,1,2,1,0,0
31,Yes,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,2,1,Laboratory Technician,2,3479,0,No,11,3,2,6,4,5,4,1
32,No,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,2,Male,4,1,Laboratory Technician,2,2794,1,No,20,4,3,5,1,5,1,0
38,No,Non-Travel,1327,Sales,2,2,Life Sciences,4,Male,2,2,Sales Executive,4,5249,3,No,18,3,4,13,3,8,7,7
32,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,4,Male,2,2,Laboratory Technician,1,2176,4,No,13,3,4,9,3,6,2,0
46,No,Travel_Rarely,488,Sales,2,3,Technical Degree,3,Female,1,4,Manager,2,16872,3,Yes,12,3,2,28,2,7,7,7
28,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,Male,3,1,Laboratory Technician,3,3485,2,No,11,3,3,5,1,0,0,0
29,No,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,2,2,Sales Executive,2,6644,2,No,19,3,2,10,3,0,0,0
31,No,Travel_Rarely,1463,Research & Development,23,3,Medical,2,Male,2,2,Healthcare Representative,4,5582,0,No,21,4,2,10,3,9,0,7
25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,2,Male,4,2,Healthcare Representative,1,4000,1,No,12,3,4,6,3,6,3,1
45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,3,4,Healthcare Representative,4,13496,0,Yes,14,3,2,21,3,20,7,4
36,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,3210,0,No,11,3,3,16,3,15,13,10
55,No,Travel_Rarely,452,Research & Development,1,3,Medical,4,Male,3,5,Manager,1,19045,0,Yes,14,3,3,37,3,36,10,4
47,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,1,Male,3,3,Manager,2,11849,1,Yes,12,3,4,10,2,10,7,9
28,No,Travel_Rarely,1158,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,4,2070,1,No,23,4,4,5,2,5,2,0
37,No,Travel_Rarely,228,Sales,6,4,Medical,3,Male,3,2,Sales Executive,4,6502,4,No,14,3,2,7,4,5,4,0
21,No,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,2,1,Research Scientist,3,3230,1,No,17,3,1,3,4,3,2,1
37,No,Non-Travel,728,Research & Development,1,4,Medical,1,Female,3,3,Research Director,4,13603,2,Yes,18,3,1,15,3,5,2,0
35,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,2,Female,4,3,Manager,2,11996,7,No,18,3,2,10,2,7,7,6
38,No,Travel_Rarely,322,Sales,7,2,Medical,1,Female,4,2,Sales Executive,1,5605,1,Yes,24,4,3,8,3,8,0,7
26,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,3,Female,3,2,Manufacturing Director,2,6397,1,No,20,4,1,6,1,6,5,1
50,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,Male,3,5,Research Director,2,19144,3,No,14,3,1,28,2,10,4,1
53,No,Travel_Rarely,1070,Research & Development,3,4,Medical,3,Male,3,4,Research Director,3,17584,3,Yes,16,3,4,21,2,5,3,1
42,No,Travel_Rarely,635,Sales,1,1,Life Sciences,2,Male,3,2,Sales Executive,3,4907,1,No,25,4,3,20,3,20,16,11
29,No,Travel_Frequently,442,Sales,2,2,Life Sciences,2,Male,3,2,Sales Executive,4,4554,1,No,18,3,1,10,2,10,7,0
55,No,Travel_Rarely,147,Research & Development,20,2,Technical Degree,2,Male,3,2,Laboratory Technician,4,5415,3,Yes,19,3,4,12,3,10,7,0
26,No,Travel_Frequently,496,Research & Development,11,2,Medical,1,Male,3,2,Healthcare Representative,1,4741,1,Yes,13,3,3,5,3,5,3,3
37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,4,Female,3,1,Research Scientist,4,2115,1,No,12,3,2,17,3,17,12,5
44,Yes,Travel_Frequently,920,Research & Development,24,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,3161,3,Yes,22,4,4,19,1,1,0,0
38,No,Travel_Rarely,688,Research & Development,23,4,Life Sciences,4,Male,3,2,Healthcare Representative,4,5745,9,No,14,3,2,10,3,2,2,1
26,Yes,Travel_Rarely,1449,Research & Development,16,4,Medical,1,Male,3,1,Laboratory Technician,2,2373,2,Yes,13,3,4,5,3,3,2,0
28,No,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,4,Female,3,1,Research Scientist,4,3310,1,No,21,4,4,5,3,5,3,0
49,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,3,Female,3,5,Research Director,1,18665,9,Yes,11,3,4,22,3,3,2,1
36,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,3,Male,3,2,Research Scientist,2,4485,4,No,12,3,4,10,3,8,0,7
31,No,Travel_Frequently,444,Sales,5,3,Marketing,4,Female,3,1,Sales Representative,2,2789,1,No,11,3,3,2,2,2,2,2
26,Yes,Travel_Rarely,950,Sales,4,4,Marketing,4,Male,2,2,Sales Executive,4,5828,1,Yes,12,3,2,8,3,8,7,7
37,No,Travel_Frequently,889,Research & Development,9,3,Medical,2,Male,3,1,Research Scientist,4,2326,1,Yes,12,3,3,4,2,4,2,1
42,No,Travel_Frequently,555,Sales,26,3,Marketing,3,Female,3,4,Sales Executive,2,13525,5,No,14,3,4,23,4,20,4,4
18,Yes,Travel_Rarely,230,Research & Development,3,3,Life Sciences,3,Male,3,1,Laboratory Technician,3,1420,1,No,13,3,3,0,3,0,0,0
35,No,Travel_Rarely,1232,Sales,16,3,Marketing,3,Male,3,3,Sales Executive,2,8020,0,No,15,3,3,12,2,11,9,6
36,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,3,Male,4,1,Laboratory Technician,4,3688,4,No,18,3,4,4,3,1,0,0
51,No,Travel_Rarely,1302,Research & Development,2,3,Medical,4,Male,1,2,Manufacturing Director,2,5482,5,No,18,3,4,13,3,4,1,1
41,No,Travel_Rarely,334,Sales,2,4,Life Sciences,4,Male,3,4,Manager,2,16015,1,No,19,3,2,22,3,22,10,0
18,No,Travel_Rarely,812,Sales,10,3,Medical,4,Female,2,1,Sales Representative,3,1200,1,No,12,3,1,0,3,0,0,0
28,No,Travel_Rarely,1476,Research & Development,16,2,Medical,2,Male,4,2,Healthcare Representative,1,5661,0,No,19,3,3,9,3,8,3,0
31,No,Travel_Rarely,218,Sales,7,3,Technical Degree,2,Male,4,2,Sales Executive,4,6929,4,No,11,3,2,10,2,8,7,7
39,No,Travel_Rarely,1132,Research & Development,1,3,Medical,3,Male,4,3,Healthcare Representative,4,9613,0,No,17,3,1,19,2,18,10,3
36,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,2,Female,3,2,Laboratory Technician,2,5674,7,No,15,3,3,11,3,9,8,0
32,No,Travel_Rarely,906,Sales,7,3,Life Sciences,4,Male,2,2,Sales Executive,3,5484,1,No,14,3,3,13,2,13,8,4
38,No,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,Female,2,3,Research Director,2,12061,3,No,17,3,3,19,3,10,8,0
58,No,Non-Travel,390,Research & Development,1,4,Life Sciences,4,Male,1,2,Healthcare Representative,3,5660,2,Yes,13,3,4,12,3,5,3,1
31,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,3,Male,3,1,Research Scientist,4,4821,0,Yes,12,3,3,6,3,5,2,0
31,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,Male,2,2,Human Resources,1,6410,3,No,12,3,4,9,3,2,2,1
45,No,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,Male,3,3,Laboratory Technician,1,5210,1,No,18,3,1,24,3,24,9,9
31,No,Travel_Rarely,192,Research & Development,2,4,Life Sciences,3,Male,3,1,Research Scientist,4,2695,0,Yes,18,3,2,3,1,2,2,2
33,No,Travel_Frequently,553,Research & Development,5,4,Life Sciences,4,Female,3,3,Manager,2,11878,6,No,11,3,2,12,3,10,6,8
39,No,Travel_Rarely,117,Research & Development,10,1,Medical,3,Male,3,4,Manager,1,17068,1,Yes,14,3,4,21,3,21,9,11
43,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,3,Female,3,1,Laboratory Technician,4,2455,0,No,19,3,1,9,3,8,7,1
49,No,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,3,Female,2,4,Healthcare Representative,3,13964,7,Yes,12,3,4,25,3,7,1,0
52,Yes,Travel_Rarely,723,Research & Development,8,4,Medical,3,Male,2,2,Research Scientist,2,4941,2,No,15,3,1,11,2,8,2,7
27,No,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,3,Female,3,1,Research Scientist,2,2478,1,Yes,12,3,2,4,2,4,3,1
32,No,Travel_Rarely,588,Sales,8,2,Technical Degree,3,Female,2,2,Sales Executive,2,5228,1,Yes,11,3,4,13,3,13,12,11
27,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,4,Male,3,2,Sales Executive,3,4478,1,Yes,11,3,1,5,3,5,4,0
31,No,Travel_Rarely,691,Sales,7,3,Marketing,4,Male,3,2,Sales Executive,4,7547,4,No,12,3,4,13,3,7,7,1
32,No,Travel_Rarely,1018,Research & Development,2,4,Medical,1,Female,4,2,Research Scientist,4,5055,7,No,16,3,3,10,2,7,7,0
28,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,1,Male,1,1,Research Scientist,4,3464,5,Yes,13,3,4,5,2,3,2,2
30,No,Travel_Rarely,1275,Research & Development,28,2,Medical,4,Female,3,2,Research Scientist,4,5775,1,No,13,3,4,11,3,10,8,1
31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,3,Female,2,3,Manufacturing Director,3,8943,1,No,24,4,1,10,3,10,9,8
39,No,Travel_Frequently,672,Research & Development,7,2,Medical,3,Male,2,5,Manager,4,19272,1,No,15,3,1,21,3,21,9,13
39,Yes,Travel_Rarely,1162,Sales,3,2,Medical,4,Female,3,2,Sales Executive,3,5238,4,Yes,18,3,1,12,2,1,0,0
33,No,Travel_Frequently,508,Sales,10,3,Marketing,2,Male,2,2,Sales Executive,4,4682,3,No,14,3,3,9,2,7,7,0
47,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,4,Male,3,5,Research Director,3,18300,4,No,11,3,2,21,3,3,2,1
43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,3,Female,2,2,Laboratory Technician,3,5257,1,No,11,3,2,9,4,9,7,0
27,No,Non-Travel,210,Sales,1,1,Marketing,3,Male,3,2,Sales Executive,2,6349,0,Yes,13,3,4,6,3,5,4,1
54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,4,Female,3,2,Research Scientist,3,4869,3,No,12,3,4,20,2,4,3,0
43,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,3,Female,3,3,Healthcare Representative,1,9985,8,No,16,3,1,10,2,1,0,0
45,No,Travel_Rarely,549,Research & Development,8,4,Other,4,Male,3,2,Research Scientist,4,3697,9,No,14,3,1,12,3,10,9,9
40,No,Travel_Rarely,1124,Sales,1,2,Medical,2,Male,1,2,Sales Executive,4,7457,2,Yes,22,4,3,6,2,4,3,0
29,Yes,Travel_Rarely,318,Research & Development,8,4,Other,2,Male,1,1,Laboratory Technician,1,2119,1,Yes,11,3,4,7,2,7,7,0
29,No,Travel_Rarely,738,Research & Development,9,5,Other,2,Male,2,1,Laboratory Technician,4,3983,0,No,17,3,3,4,3,3,2,2
30,No,Travel_Rarely,570,Sales,5,3,Marketing,4,Female,2,2,Sales Executive,3,6118,1,No,13,3,3,10,3,10,9,1
27,No,Travel_Rarely,1130,Sales,8,4,Marketing,2,Female,3,2,Sales Executive,2,6214,1,No,18,3,1,8,3,8,7,0
37,No,Travel_Rarely,1192,Research & Development,5,2,Medical,4,Male,3,2,Manufacturing Director,4,6347,7,No,16,3,3,8,2,6,2,0
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,3,Male,2,3,Research Director,4,11510,0,Yes,14,3,2,12,3,11,10,2
31,No,Travel_Rarely,1232,Research & Development,7,4,Medical,3,Female,3,3,Manufacturing Director,4,7143,1,Yes,14,3,3,11,2,11,9,4
29,No,Travel_Rarely,144,Sales,10,1,Marketing,4,Female,2,2,Sales Executive,2,8268,1,Yes,14,3,1,7,3,7,7,1
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,3,Male,3,3,Manufacturing Director,2,8095,0,No,13,3,4,17,3,16,6,0
23,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,3,Male,3,1,Research Scientist,4,2904,1,No,12,3,3,4,2,4,2,0
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,4,Male,2,2,Manufacturing Director,2,6032,6,Yes,15,3,4,8,3,5,4,1
47,No,Travel_Frequently,1309,Sales,4,1,Medical,2,Male,3,2,Sales Representative,3,2976,3,No,19,3,1,5,3,0,0,0
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,Female,3,4,Research Director,4,15992,2,No,14,3,2,16,3,1,0,0
29,No,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,3,2,Sales Executive,3,4649,1,No,14,3,1,4,2,4,3,0
42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,3,Male,3,1,Human Resources,3,2696,0,Yes,11,3,3,4,3,3,2,1
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,3,Female,3,1,Laboratory Technician,2,2370,1,No,13,3,3,8,3,8,0,0
48,No,Travel_Rarely,530,Sales,29,1,Medical,1,Female,3,3,Manager,3,12504,3,No,21,4,2,15,1,0,0,0
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,4,2,Research Scientist,1,5974,4,Yes,13,3,1,13,3,7,7,6
30,No,Non-Travel,641,Sales,25,2,Technical Degree,4,Female,3,2,Sales Executive,3,4736,7,Yes,12,3,2,4,4,2,2,2
26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,3,Male,3,2,Sales Executive,3,5296,1,No,17,3,2,8,3,8,7,7
42,No,Travel_Rarely,1332,Research & Development,2,4,Other,1,Male,2,2,Healthcare Representative,4,6781,3,No,23,4,2,14,3,1,0,0
21,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,1,Female,2,1,Sales Representative,2,2174,1,Yes,11,3,3,3,3,3,2,1
36,No,Non-Travel,845,Sales,1,5,Medical,4,Female,3,2,Sales Executive,4,6653,4,No,15,3,2,7,3,1,0,0
36,No,Travel_Frequently,541,Sales,3,4,Medical,1,Male,2,3,Sales Executive,4,9699,4,No,11,3,1,16,3,13,9,1
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,4,Male,3,2,Healthcare Representative,3,6755,2,No,11,3,3,15,3,3,2,1
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,4,Female,4,1,Laboratory Technician,3,2213,3,Yes,13,3,3,10,3,7,7,1
21,No,Non-Travel,895,Sales,9,2,Medical,1,Male,3,1,Sales Representative,4,2610,1,No,24,4,3,3,2,3,2,2
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,4,Female,3,1,Sales Representative,3,2851,1,Yes,13,3,2,1,3,1,0,0
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,3,Female,3,1,Laboratory Technician,1,3452,6,No,20,4,2,17,3,5,4,0
46,No,Non-Travel,1144,Research & Development,7,4,Medical,3,Female,3,2,Manufacturing Director,3,5258,2,No,14,3,3,7,4,1,0,0
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,3,2,Sales Executive,2,9355,1,No,18,3,3,8,3,8,7,7
50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,Male,2,3,Healthcare Representative,4,10496,6,No,15,3,4,20,3,4,3,1
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,3,Male,2,2,Sales Executive,3,6380,2,Yes,12,3,1,8,3,6,4,1
31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,3,Male,2,1,Research Scientist,2,2657,0,Yes,16,3,4,3,3,2,2,2
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,3,Female,4,1,Sales Representative,2,2716,1,No,15,3,4,1,3,1,0,0
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,4,Male,3,1,Research Scientist,4,2201,9,No,16,3,4,6,3,3,2,1
35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,3,Male,2,2,Healthcare Representative,2,6540,9,No,19,3,3,10,3,1,1,0
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,4,Male,3,1,Laboratory Technician,2,3816,1,No,11,3,2,5,3,5,2,0
28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,2,Male,3,2,Sales Executive,4,5253,1,No,16,3,4,7,3,7,5,0
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,2,Male,2,3,Healthcare Representative,3,10965,8,No,24,4,3,26,3,5,2,0
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,3,Female,3,2,Sales Executive,4,4936,4,No,11,3,3,18,2,7,7,0
